"export-world data (NetLogo 6.4.0)"
"snake_game.nlogo"
"03/16/2024 15:59:58:431 +0000"

"RANDOM STATE"
"0 0 -1727483681 416 0.0 false -1286004204 -729958091 134693784 7263961 -215672286 1176064690 1275298509 1586610582 -870168464 -996639225 -254238056 360667742 1867812994 729643539 1363341005 5602187 -1158797006 -2026716485 -1199442704 1824379004 1183047401 -580282962 -446594571 1035141505 -1134594876 -1618513224 -818199446 -508787121 2058548731 -441262236 1288493708 -1610651383 1241406901 1531984157 1411402728 -2086669940 156960971 -1955812237 -1598115915 -2002091451 862272165 1469965050 794006877 849453552 1579371547 -1812922569 -1194361452 -1954674714 1680639884 648383695 1596844985 761003953 1852125910 -1716481683 -1805944990 -2084322626 -253544573 550074389 2142264994 -163870186 1990519185 -143149980 1073834527 1437803502 -559432519 -1330346203 59659810 -347140303 461575745 893997524 -1949343538 1931943471 -245335793 1851229939 462915911 761917062 676312669 -994193125 1220031068 -1108543475 -1493430389 2120493672 566540295 -802734269 -1927975982 101587313 534829611 1404021825 973224786 -576472514 -1028039555 -309310020 1963457579 1627431208 -268115747 -802751203 527146896 -976298536 2025477360 806732498 -405119496 2014548343 -1553788943 1814155039 -1498195015 -1764798370 -410020599 1859489060 103825515 -1020332867 -912209436 1801984579 635345935 -2022052263 -1083922888 -1849761317 -1135346631 1110161915 490274334 2024835102 1443745085 -1983795836 1569681813 281584950 -2025410921 806454043 1480839046 1805760346 -2105664752 309507575 -1687601328 1902338831 -1042033708 845029072 -1076930339 -570491978 1885294110 842543971 307229187 -208574991 1654323107 -1107459009 1977833734 -1323809788 -296472963 749704603 -844406702 -1396326298 1845667570 -113897238 -12410901 -866149970 -333946947 -865959193 1602869987 1595898803 1338629904 -605650257 244459377 -1519491306 -222517701 -1649723949 1787116619 -2129895226 -926161393 -2028377313 -1332152212 738534270 -2020575373 -1390840509 1832780892 1221792883 -1902319236 1092681366 -788206859 -2002405357 -949058354 60208478 486235199 1460489029 -1869917635 1469580335 -500720724 -227890082 -701553864 1783985927 -1146518079 -27286284 -658263874 814415378 101528789 1537341640 -1009436227 -1600689048 -105745963 304406697 -123655207 105745732 795318448 -92759622 121816404 236625808 781202799 -1346370670 1020690490 -1035719266 -528613764 1928489795 -654446547 2090266885 395768399 2076307216 2126351524 1591952659 -1312125566 530396035 693464348 -92369399 -903568556 1948035458 577779668 -569773075 -968938227 211628684 -2012791916 994290275 1247046849 -745071556 1294075728 793465473 1321779916 42060446 1738332971 1507726314 -1648336662 -1629928045 -1488655830 831026898 1103843382 594842524 224837841 1004020658 1767212373 101696773 -1807321860 1646850398 1629321849 -1633654863 1508144713 2057990645 -474202267 480651655 -1903082058 916333715 -212913107 -1084300467 -11425450 1670027845 -819044258 -418605081 956512879 404002810 -1270309547 740826982 2012532324 -600378323 -887202698 533666969 1179690567 489669938 1931585547 -609434001 -1617044048 1626213361 -2029355267 1805477242 2112336548 651289638 511896378 -370228464 -1534596390 801635081 445281686 1528288670 1719309053 -390327434 375198445 152940258 1534452745 1005785243 -51564199 800333871 1843660379 181081404 -475334597 1711726364 -1796093178 -1209138462 -1471065570 -14302436 -159434011 342916822 1108062814 2142007145 1922312948 -1411481072 -257388616 1127869131 1190920864 157124684 1007065541 -708583708 -1214977566 -126535631 1315555966 584385889 -1538410048 515013683 -131621447 2073381292 1662743541 2006763051 -282373430 1399937704 39303366 699609081 1430120341 2002924412 257484055 -1839587349 911684836 1308798564 -727057947 -840354984 -1368465411 -872425472 1705379086 -1220893815 97451362 778121368 -457102002 -37639132 -674750644 820006097 -1079948790 1110477891 748515621 -2102078095 -822035458 -1684500893 1814620823 1457153620 850010646 1397774190 249844765 -795628336 917951315 1869480975 1091874457 967772832 777799927 -1028774375 -1513947414 1089924432 732655389 -1355116917 -1184858703 -676220157 1766687772 502303441 40151575 -1132508779 -1694341353 -1855206550 -1495851341 -1284914082 -1565884785 -742896294 -1335881513 -848397458 -708202628 256060954 -1878060175 561984292 1017027135 -941131080 -1303943135 -726856445 1913735868 -923378128 1819266495 -1570936169 -513593690 218261764 -1938521918 1285302789 -614099366 330944380 1751651924 30256502 -53331618 -783529371 1803080065 599144029 1703923081 -1116442490 -1862212432 -2109724693 -303710991 -603409202 -872699051 -1372686884 -680624410 -47461802 835695329 -746347801 -599709118 748417227 -1939603748 1516661204 -1173401369 926761034 -560850197 769053039 1213039190 -1344974341 -62319462 906105067 -1788804928 -1302344836 -180230415 1184398198 -1231000279 1694541538 270089966 842114855 -274094224 1089652804 -747481443 723526039 901703209 1955598174 -108661805 -263028639 -1682001556 1892874038 1446143264 -858246371 6442513 -335708101 -1188005434 108761978 -1579165517 1388431506 570722542 -771709546 -2110875361 -510746219 1846657189 -1606020635 -472788977 350775177 2095408209 876982310 400652388 -880504426 -644718354 -1828719299 420768784 -758756300 2032018090 -877756363 -946589407 1956367558 -1051712605 -1930907771 1527475912 -624523439 -1750696408 2105260965 949141493 82351555 2028966931 -944761742 525483290 -2063860561 -1810016905 1467625870 403739410 -1602902043 -1259795549 -1138216682 -254500788 951728651 224805186 1586283083 1845221762 900374314 1867829653 1508138166 1014734182 -1173556644 1787177810 -2054150935 -1574247458 320619160 1890753684 1076825113 1435686094 -351941553 -2146622451 -1938819854 602582568 -634557249 -1147538296 1078377863 -2135415886 1547127571 -893673771 1281315824 1588437945 1458911711 307677334 -375108950 -1075432658 -1108472477 -723512635 856473366 85027947 -968612603 -1839591466 -4515573 1018490538 -56730003 1107984082 -1269084162 -1340334271 1323209844 -339485817 737802211 -1899265367 -1204465154 860364278 -1611744159 -647267131 -952589582 1035553583 1731536625 1446805105 1285184691 -876847864 -2024881896 353513106 993162355 -136031350 -1348405760 -211215942 -1036929989 -1204485959 -1529854364 361959545 -1587421335 -297924397 -1588324860 1017170894 6555130 -785521434 -2016259718 1060673170 -1035061375 1322722157 117450933 1042715468 478269268 -1866632157 310201099 -23057441 -1345509468 -1210839589 -238637990 -1687577825 -857454788 -468365107 336548701 -1550680732 1980041784 1945731401 -1015643783 40085836 1819729013 1254824580 514365533 845578599 1388115967 384213827 187657056 -258137701 -487723710 -1398259338 1776065793 2055552380 -1162106461 295822348 -1515740912 -449028169 1763290182 995597696 -1142091179 1431603548 -1004978899 744845547 -1355433342 -1697835376 -693125973 855840596 720951294 1528483541 630222978 -1202352768 -1661623452 -750769637 2105450332 -1375437907 -1027012784"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","a-star-greedy-weighting","amount-of-food","blue-team-mode","brush-type","can-claim-food","clear-colors","file-name","keep-dead-snakes","level","map-file","max-snake-age","number-of-players","pink-team-mode","red-team-mode","show-algorithm-steps","smart-snakes","tool","wall-color","yellow-team-mode"
"-16","16","-16","16","0","nobody","10","""NEITHER""","343","0.75","5","""lightning-search""","""wall""","false","[0 55]","""map1""","true","0","""map1""","23","4","""A*-search""","""human-mouse""","true","true","0","5","""breadth-first-search"""

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","team","mode","snake-age","snake-color","planned_path","goal_location","going-to-starve?"

"PATCHES"
"pxcor","pycor","pcolor","plabel","plabel-color","age","visited","parent","path-cost","claimed?"
"-16","16","5","""""","9.9","-1","0","0","0","0"
"-15","16","5","""""","9.9","-1","0","0","0","0"
"-14","16","5","""""","9.9","-1","0","0","0","0"
"-13","16","5","""""","9.9","-1","0","0","0","0"
"-12","16","5","""""","9.9","-1","0","0","0","0"
"-11","16","5","""""","9.9","-1","0","0","0","0"
"-10","16","5","""""","9.9","-1","0","0","0","0"
"-9","16","5","""""","9.9","-1","0","0","0","0"
"-8","16","5","""""","9.9","-1","0","0","0","0"
"-7","16","5","""""","9.9","-1","0","0","0","0"
"-6","16","5","""""","9.9","-1","0","0","0","0"
"-5","16","5","""""","9.9","-1","0","0","0","0"
"-4","16","5","""""","9.9","-1","0","0","0","0"
"-3","16","5","""""","9.9","-1","0","0","0","0"
"-2","16","5","""""","9.9","-1","0","0","0","0"
"-1","16","5","""""","9.9","-1","0","0","0","0"
"0","16","5","""""","9.9","-1","0","0","0","0"
"1","16","5","""""","9.9","-1","0","0","0","0"
"2","16","5","""""","9.9","-1","0","0","0","0"
"3","16","5","""""","9.9","-1","0","0","0","0"
"4","16","5","""""","9.9","-1","0","0","0","0"
"5","16","5","""""","9.9","-1","0","0","0","0"
"6","16","5","""""","9.9","-1","0","0","0","0"
"7","16","5","""""","9.9","-1","0","0","0","0"
"8","16","5","""""","9.9","-1","0","0","0","0"
"9","16","5","""""","9.9","-1","0","0","0","0"
"10","16","5","""""","9.9","-1","0","0","0","0"
"11","16","5","""""","9.9","-1","0","0","0","0"
"12","16","5","""""","9.9","-1","0","0","0","0"
"13","16","5","""""","9.9","-1","0","0","0","0"
"14","16","5","""""","9.9","-1","0","0","0","0"
"15","16","5","""""","9.9","-1","0","0","0","0"
"16","16","5","""""","9.9","-1","0","0","0","0"
"-16","15","5","""""","9.9","-1","0","0","0","0"
"-15","15","0","""""","9.9","-1","false","nobody","-1","0"
"-14","15","0","""""","9.9","-1","false","nobody","-1","0"
"-13","15","0","""""","9.9","-1","false","nobody","-1","0"
"-12","15","5","""""","9.9","-1","false","nobody","-1","0"
"-11","15","5","""""","9.9","-1","false","nobody","-1","0"
"-10","15","5","""""","9.9","-1","false","nobody","-1","0"
"-9","15","5","""""","9.9","-1","false","nobody","-1","0"
"-8","15","5","""""","9.9","-1","false","nobody","-1","0"
"-7","15","5","""""","9.9","-1","false","nobody","-1","0"
"-6","15","5","""""","9.9","-1","false","nobody","-1","0"
"-5","15","5","""""","9.9","-1","false","nobody","-1","0"
"-4","15","5","""""","9.9","-1","false","nobody","-1","0"
"-3","15","5","""""","9.9","-1","false","nobody","-1","0"
"-2","15","5","""""","9.9","-1","false","nobody","-1","0"
"-1","15","0","""""","9.9","-1","false","nobody","-1","0"
"0","15","0","""""","9.9","1","false","nobody","-1","0"
"1","15","0","""""","9.9","-1","false","nobody","-1","0"
"2","15","0","""""","9.9","-1","false","nobody","-1","0"
"3","15","0","""""","9.9","-1","false","nobody","-1","0"
"4","15","0","""""","9.9","-1","false","nobody","-1","0"
"5","15","0","""""","9.9","-1","false","nobody","-1","0"
"6","15","0","""""","9.9","-1","false","nobody","-1","0"
"7","15","0","""""","9.9","-1","false","nobody","-1","0"
"8","15","0","""""","9.9","-1","false","nobody","-1","0"
"9","15","0","""""","9.9","-1","false","nobody","-1","0"
"10","15","0","""""","9.9","-1","false","nobody","-1","0"
"11","15","0","""""","9.9","-1","false","nobody","-1","0"
"12","15","0","""""","9.9","-1","false","nobody","-1","0"
"13","15","0","""""","9.9","-1","false","nobody","-1","0"
"14","15","0","""""","9.9","-1","false","nobody","-1","0"
"15","15","0","""""","9.9","-1","false","nobody","-1","0"
"16","15","5","""""","9.9","-1","0","0","0","0"
"-16","14","5","""""","9.9","-1","0","0","0","0"
"-15","14","0","""""","9.9","-1","false","nobody","-1","0"
"-14","14","55","""""","9.9","-1","false","nobody","-1","false"
"-13","14","0","""""","9.9","-1","false","nobody","-1","0"
"-12","14","5","""""","9.9","-1","false","nobody","-1","0"
"-11","14","5","""""","9.9","-1","false","nobody","-1","0"
"-10","14","5","""""","9.9","-1","false","nobody","-1","0"
"-9","14","5","""""","9.9","-1","false","nobody","-1","0"
"-8","14","5","""""","9.9","-1","false","nobody","-1","0"
"-7","14","5","""""","9.9","-1","false","nobody","-1","0"
"-6","14","5","""""","9.9","-1","false","nobody","-1","0"
"-5","14","5","""""","9.9","-1","false","nobody","-1","0"
"-4","14","5","""""","9.9","-1","false","nobody","-1","0"
"-3","14","5","""""","9.9","-1","false","nobody","-1","0"
"-2","14","5","""""","9.9","-1","false","nobody","-1","0"
"-1","14","0","""""","9.9","-1","false","nobody","-1","0"
"0","14","0","""""","9.9","0","false","nobody","-1","0"
"1","14","0","""""","9.9","-1","false","nobody","-1","0"
"2","14","0","""""","9.9","-1","false","nobody","-1","0"
"3","14","0","""""","9.9","-1","false","nobody","-1","0"
"4","14","0","""""","9.9","-1","false","nobody","-1","0"
"5","14","0","""""","9.9","-1","false","nobody","-1","0"
"6","14","0","""""","9.9","-1","false","nobody","-1","0"
"7","14","0","""""","9.9","-1","false","nobody","-1","0"
"8","14","55","""""","9.9","-1","false","nobody","-1","false"
"9","14","0","""""","9.9","-1","false","nobody","-1","0"
"10","14","0","""""","9.9","-1","false","nobody","-1","0"
"11","14","0","""""","9.9","-1","false","nobody","-1","0"
"12","14","0","""""","9.9","-1","false","nobody","-1","0"
"13","14","0","""""","9.9","-1","false","nobody","-1","0"
"14","14","55","""""","9.9","-1","false","nobody","-1","false"
"15","14","0","""""","9.9","-1","false","nobody","-1","0"
"16","14","5","""""","9.9","-1","0","0","0","0"
"-16","13","5","""""","9.9","-1","0","0","0","0"
"-15","13","0","""""","9.9","-1","false","nobody","-1","0"
"-14","13","0","""""","9.9","-1","false","nobody","-1","0"
"-13","13","0","""""","9.9","-1","false","nobody","-1","0"
"-12","13","5","""""","9.9","-1","false","nobody","-1","0"
"-11","13","5","""""","9.9","-1","false","nobody","-1","0"
"-10","13","5","""""","9.9","-1","false","nobody","-1","0"
"-9","13","5","""""","9.9","-1","false","nobody","-1","0"
"-8","13","5","""""","9.9","-1","false","nobody","-1","0"
"-7","13","5","""""","9.9","-1","false","nobody","-1","0"
"-6","13","5","""""","9.9","-1","false","nobody","-1","0"
"-5","13","5","""""","9.9","-1","false","nobody","-1","0"
"-4","13","5","""""","9.9","-1","false","nobody","-1","0"
"-3","13","5","""""","9.9","-1","false","nobody","-1","0"
"-2","13","5","""""","9.9","-1","false","nobody","-1","0"
"-1","13","0","""""","9.9","-1","false","nobody","-1","0"
"0","13","0","""""","9.9","-1","false","nobody","-1","0"
"1","13","0","""""","9.9","-1","false","nobody","-1","0"
"2","13","0","""""","9.9","-1","false","nobody","-1","0"
"3","13","0","""""","9.9","-1","false","nobody","-1","0"
"4","13","0","""""","9.9","-1","false","nobody","-1","0"
"5","13","0","""""","9.9","-1","false","nobody","-1","0"
"6","13","0","""""","9.9","-1","false","nobody","-1","0"
"7","13","0","""""","9.9","-1","false","nobody","-1","0"
"8","13","0","""""","9.9","-1","false","nobody","-1","0"
"9","13","0","""""","9.9","-1","false","nobody","-1","0"
"10","13","0","""""","9.9","-1","false","nobody","-1","0"
"11","13","0","""""","9.9","-1","false","nobody","-1","0"
